10,0.000001
20,0.000003
30,0.000006
40,0.000016
50,0.000028
60,0.000029
70,0.000041
80,0.000073
90,0.000079
100,0.000115
110,0.000127
120,0.000163
130,0.000203
140,0.000250
150,0.000392
160,0.000361
170,0.000610
180,0.000640
190,0.000594
200,0.000779
210,0.000909
220,0.001061
230,0.001204
240,0.001209
250,0.001354
260,0.001581
270,0.001770
280,0.002044
290,0.002192
300,0.002421
310,0.002711
320,0.003016
330,0.003219
340,0.003539
350,0.003924
360,0.004195
370,0.004574
380,0.004933
390,0.005426
400,0.005645
410,0.006058
420,0.006617
430,0.007088
440,0.007742
450,0.008157
460,0.008882
470,0.009500
480,0.009697
490,0.010303
500,0.010843
510,0.011536
520,0.012350
530,0.013462
540,0.013710
550,0.014549
560,0.015455
570,0.016222
580,0.017643
590,0.018671
600,0.018798
610,0.021428
620,0.021015
630,0.027116
640,0.024843
650,0.025614
660,0.030694
670,0.027548
680,0.054480
690,0.032409
700,0.032999
710,0.038227
720,0.035954
730,0.034310
740,0.037974
750,0.042575
760,0.048639
770,0.043834
780,0.046557
790,0.054918
800,0.077790
810,0.053527
820,0.055916
830,0.059410
840,0.068773
850,0.063860
860,0.064751
870,0.063819
880,0.062702
890,0.074299
900,0.093348
910,0.074793
920,0.082338
930,0.090932
940,0.086907
950,0.100063
960,0.097233
970,0.255208
980,0.108113
990,0.131804
1000,0.122359
1010,0.129607
1020,0.137463
1030,0.146237
1040,0.149710
1050,0.147848
1060,0.169959
1070,0.172928
1080,0.179448
1090,0.240171
1100,0.221177
1110,0.199113
1120,0.208500
1130,0.215669
1140,0.220082
1150,0.240934
1160,0.259188
1170,0.285734
1180,0.315750
1190,0.286196
1200,0.309833
