10,0.000001
20,0.000002
30,0.000010
40,0.000019
50,0.000023
60,0.000054
70,0.000076
80,0.000121
90,0.000104
100,0.000139
110,0.000353
120,0.000239
130,0.000355
140,0.000355
150,0.000438
160,0.000549
170,0.000625
180,0.000803
190,0.000913
200,0.001115
210,0.001304
220,0.001437
230,0.001672
240,0.001884
250,0.002219
260,0.002561
270,0.002723
280,0.002928
290,0.003394
300,0.003549
310,0.005342
320,0.004346
330,0.004755
340,0.005331
350,0.005616
360,0.006125
370,0.006665
380,0.007382
390,0.009512
400,0.008675
410,0.010651
420,0.009772
430,0.010782
440,0.015539
450,0.011732
460,0.012292
470,0.013266
480,0.014709
490,0.020366
500,0.017344
510,0.019474
520,0.019394
530,0.020781
540,0.025830
550,0.022963
560,0.022688
570,0.028624
580,0.054762
590,0.033621
600,0.031940
610,0.030923
620,0.032790
630,0.035379
640,0.035535
650,0.039423
660,0.041145
670,0.039546
680,0.056543
690,0.048739
700,0.054670
710,0.052354
720,0.064722
730,0.060025
740,0.066357
750,0.066518
760,0.063721
770,0.067428
780,0.091311
790,0.074436
800,0.083085
810,0.086347
820,0.077927
830,0.080874
840,0.087737
850,0.256218
860,0.101997
870,0.099728
880,0.102269
890,0.126735
900,0.126369
910,0.122811
920,0.120492
930,0.127156
940,0.266402
950,0.128538
960,0.133473
970,0.199538
980,0.188225
990,0.164615
1000,0.162605
1010,0.205588
1020,0.338739
1030,0.244512
1040,0.231285
1050,0.211881
1060,0.273351
1070,0.384688
1080,0.273099
1090,0.285313
1100,0.307574
1110,0.295479
1120,0.262482
1130,0.354427
1140,0.345816
1150,0.297585
1160,0.401654
1170,0.435807
1180,0.348293
1190,0.372318
1200,0.352345
