10,0.000001
20,0.000006
30,0.000019
40,0.000045
50,0.000086
60,0.000198
70,0.000501
80,0.000360
90,0.000847
100,0.001627
110,0.000948
120,0.001363
130,0.001582
140,0.001973
150,0.002541
160,0.002929
170,0.003527
180,0.004207
190,0.004973
200,0.005756
210,0.006644
220,0.008448
230,0.008820
240,0.009966
250,0.011184
260,0.012791
270,0.014072
280,0.015814
290,0.017493
300,0.019607
310,0.021247
320,0.023038
330,0.025085
340,0.027552
350,0.030423
360,0.032701
370,0.050701
380,0.039973
390,0.041400
400,0.047138
410,0.053623
420,0.058115
430,0.059932
440,0.061214
450,0.064916
460,0.078765
470,0.078732
480,0.081037
490,0.090623
500,0.092118
510,0.099040
520,0.102973
530,0.111985
540,0.117424
550,0.134178
560,0.126495
570,0.134829
580,0.142970
590,0.148319
600,0.157597
610,0.162241
620,0.173096
630,0.232353
640,0.210025
650,0.226140
660,0.215996
670,0.212538
680,0.225140
690,0.231859
700,0.249807
710,0.254469
720,0.270519
730,0.286392
740,0.290264
750,0.353358
760,0.309131
770,0.327378
780,0.344749
790,0.355389
800,0.366849
810,0.377455
820,0.396250
830,0.408927
840,0.466340
850,0.443164
860,0.454448
870,0.470861
880,0.497316
890,0.508905
900,0.522018
910,0.549962
920,0.575727
930,0.579962
940,0.603578
950,0.636920
960,0.654806
970,0.671586
980,0.687025
990,0.719182
1000,0.733252
1010,0.768012
1020,0.778936
1030,0.802721
1040,0.861551
1050,0.852514
1060,0.906296
1070,0.929768
1080,0.936302
1090,0.971205
1100,0.994651
1110,1.020012
1120,1.045957
1130,1.118116
1140,1.108589
1150,1.139090
1160,1.173479
1170,1.214585
1180,1.279514
1190,1.267472
1200,1.310789
