10,0.000001
20,0.000007
30,0.000020
40,0.000141
50,0.000256
60,0.000236
70,0.000290
80,0.000507
90,0.000952
100,0.000724
110,0.001040
120,0.001651
130,0.001640
140,0.002016
150,0.002510
160,0.003028
170,0.003592
180,0.005033
190,0.005080
200,0.006129
210,0.006818
220,0.009071
230,0.009202
240,0.010362
250,0.011653
260,0.013087
270,0.014710
280,0.016186
290,0.019447
300,0.020015
310,0.021875
320,0.023497
330,0.025931
340,0.028524
350,0.031352
360,0.035062
370,0.042543
380,0.043826
390,0.044592
400,0.052325
410,0.060173
420,0.087926
430,0.079612
440,0.068480
450,0.072107
460,0.072236
470,0.086786
480,0.089990
490,0.091625
500,0.101014
510,0.105972
520,0.110470
530,0.120021
540,0.124858
550,0.125276
560,0.134125
570,0.141901
580,0.153019
590,0.168261
600,0.165515
610,0.171344
620,0.176374
630,0.185466
640,0.200766
650,0.207666
660,0.215926
670,0.226036
680,0.240536
690,0.302571
700,0.258918
710,0.269649
720,0.286762
730,0.344736
740,0.302606
750,0.329022
760,0.390456
770,0.339816
780,0.355609
790,0.361396
800,0.394214
810,0.399939
820,0.410559
830,0.429606
840,0.497879
850,0.459787
860,0.473357
870,0.499902
880,0.505656
890,0.532269
900,0.559751
910,0.557897
920,0.586597
930,0.603098
940,0.644610
950,0.641536
960,0.664542
970,0.696188
980,0.731198
990,0.730489
1000,0.758610
1010,0.781958
1020,0.805955
1030,0.834443
1040,0.852717
1050,0.887670
1060,0.905908
1070,0.939718
1080,0.971782
1090,0.985949
1100,1.026779
1110,1.053733
1120,1.102088
1130,1.104450
1140,1.139920
1150,1.199422
1160,1.201354
1170,1.243808
1180,1.268038
1190,1.374543
1200,1.442057
