10,0.023108
20,0.195000
30,0.312988
40,0.492960
50,0.553767
60,0.593324
70,0.580770
80,0.611985
90,0.591010
100,0.614504
110,0.563479
120,0.537468
130,0.605609
140,0.620071
150,0.588883
160,0.617701
170,0.555906
180,0.617960
190,0.603168
200,0.600794
210,0.603264
220,0.602113
230,0.598849
240,0.610267
250,0.614325
260,0.563319
270,0.603533
280,0.601934
290,0.618686
300,0.615171
310,0.620451
320,0.610348
330,0.614987
340,0.586739
350,0.622251
360,0.610753
370,0.615458
380,0.617424
390,0.585849
400,0.619091
410,0.609362
420,0.615669
430,0.608492
440,0.534495
450,0.601407
460,0.610931
470,0.619968
480,0.609027
490,0.608365
500,0.614474
510,0.613510
520,0.525436
530,0.614371
540,0.611249
550,0.613248
560,0.611641
570,0.618132
580,0.618226
590,0.606364
600,0.611957
610,0.611807
620,0.608236
630,0.618553
640,0.620427
650,0.610715
660,0.576219
670,0.610300
680,0.617618
690,0.615399
700,0.610627
710,0.615339
720,0.616033
730,0.616003
740,0.602138
750,0.602658
760,0.613434
770,0.600416
780,0.610111
790,0.608546
800,0.604119
810,0.600627
820,0.612233
830,0.610193
840,0.602851
850,0.609812
860,0.602169
870,0.604334
880,0.607030
890,0.606233
900,0.600099
910,0.607806
920,0.603484
930,0.604885
940,0.566339
950,0.605156
960,0.583277
970,0.592453
980,0.597535
990,0.599820
1000,0.595907
1010,0.607704
1020,0.595605
1030,0.549544
1040,0.566237
1050,0.591883
1060,0.598245
1070,0.605060
1080,0.597857
1090,0.600345
1100,0.605008
1110,0.590296
1120,0.601266
1130,0.598845
1140,0.598075
1150,0.601510
1160,0.592371
1170,0.600362
1180,0.592229
1190,0.600352
1200,0.593337
