10,0.004659
20,0.171000
30,0.531667
40,1.101579
50,0.954360
60,1.562527
70,3.056824
80,3.485773
90,3.765117
100,4.034451
110,2.539669
120,3.577438
130,3.525896
140,4.416287
150,4.280545
160,4.440915
170,4.412523
180,4.345421
190,4.092170
200,3.459180
210,4.114993
220,4.105879
230,3.888814
240,4.108748
250,3.676239
260,4.143082
270,4.139672
280,4.262681
290,4.186173
300,4.195082
310,4.166680
320,4.302878
330,4.121292
340,4.152606
350,4.123467
360,4.108423
370,4.115295
380,4.076948
390,4.078310
400,3.878561
410,3.807340
420,4.010389
430,3.649868
440,4.099831
450,4.157436
460,4.180204
470,4.014920
480,4.241097
490,4.186493
500,4.177960
510,4.172165
520,3.995875
530,4.127553
540,4.144302
550,3.693901
560,3.197168
570,3.781728
580,3.918035
590,3.889668
600,4.010706
610,3.977119
620,4.146777
630,4.012808
640,3.659338
650,4.128222
660,3.528830
670,3.909966
680,3.855247
690,3.706547
700,3.769706
710,3.831584
720,3.752550
730,3.738393
740,3.820055
750,3.589140
760,3.647273
770,3.914046
780,3.875562
790,2.786499
800,3.828770
810,3.895985
820,3.967014
830,3.872362
840,3.730951
850,3.843312
860,3.050864
870,2.625434
880,3.694671
890,3.902818
900,3.836511
910,3.652471
920,3.742573
930,3.623073
940,3.248172
950,3.492521
960,3.616501
970,3.544813
980,3.536511
990,3.167655
1000,3.437977
1010,3.402996
1020,2.894756
1030,3.230298
1040,2.883461
1050,3.259242
1060,3.218232
1070,3.012201
1080,3.236601
1090,3.185138
1100,3.162921
1110,3.111512
1120,2.938822
1130,3.010173
1140,3.065903
1150,3.017050
1160,3.047737
1170,3.023776
1180,2.689909
1190,2.775891
1200,2.880079
