10,0.016184
20,0.176897
30,0.516029
40,0.930222
50,1.367917
60,1.822949
70,2.134010
80,2.348056
90,2.563484
100,2.689634
110,2.806576
120,2.758506
130,2.379404
140,2.934694
150,3.058367
160,2.781822
170,3.053235
180,3.099896
190,3.111055
200,3.092724
210,2.989269
220,2.854895
230,3.063602
240,2.684734
250,3.121543
260,3.111449
270,3.066676
280,3.009986
290,3.040352
300,3.072899
310,3.078875
320,3.116111
330,3.131599
340,3.120651
350,3.147084
360,3.089086
370,3.166713
380,3.190237
390,3.227300
400,3.218212
410,2.780769
420,3.053619
430,3.154226
440,3.070598
450,3.067092
460,3.148867
470,3.156912
480,3.141413
490,3.143819
500,3.184761
510,3.217719
520,2.980904
530,2.532277
540,3.093794
550,2.879340
560,3.126884
570,3.185868
580,3.209546
590,3.042094
600,2.958953
610,1.874002
620,2.011497
630,2.929471
640,2.905325
650,2.777183
660,2.833887
670,2.757671
680,2.845244
690,2.854673
700,2.643370
710,2.937109
720,2.981310
730,3.155372
740,3.153561
750,3.128618
760,2.784822
770,3.087016
780,3.196792
790,3.141225
800,3.019499
810,3.068731
820,3.164682
830,2.756164
840,2.980530
850,3.100148
860,2.942605
870,3.008927
880,3.048579
890,3.117916
900,2.362107
910,2.701475
920,2.563542
930,2.445907
940,2.954155
950,2.225472
960,2.361798
970,2.814427
980,2.334907
990,2.459657
1000,2.464372
1010,2.547044
1020,2.640875
1030,2.060757
1040,2.403278
1050,2.540364
1060,2.352360
1070,2.775946
1080,2.722758
1090,2.424514
1100,2.723316
1110,2.496808
1120,2.548496
1130,2.689841
1140,2.614338
1150,2.287366
1160,2.499746
1170,2.540250
1180,2.549078
1190,2.394450
1200,2.470144
